x exact r0 r1 r2 r3 r4 r5 r6 r7 r8 r9 r10 r11 r12 r13 r14 r15 r16 r17 r18 r19 r20 r21 r22 r23 r24 r25 r26 r27 r28 r29 r30
0.15 0.2484061035085857 0.2933658026909733 0.2477525515760607 0.25073580704518 0.2477756499847708 0.2486480359834816 0.2483849094176122 0.2484134047227835 0.2484078863980889 0.2484061175392716 0.2484064873558686 0.2484061581307592 0.2484060898746149 0.2484061213814137 0.2484061089702216 0.2484061008649329 0.2484061035038211 0.2484061034622848 0.2484061035798376 0.2484061035323574 0.2484061035229205 0.2484061035062784 0.2484061035093462 0.2484061035074823 0.2484061035089321 0.2484061035086321 0.2484061035086382 0.2484061035085804 0.2484061035085822 0.2484061035085748 0.2484061035085784 0.2484061035085775
0.3 0.2445208669637561 0.2918909896801558 0.2475872339972441 0.2490552273027443 0.2453520619322889 0.24532854803927 0.2447174950272246 0.2445889688850652 0.2445359537050996 0.2445248190489061 0.2445216083875555 0.2445209273865695 0.2445209620899468 0.2445208754027701 0.2445208753568393 0.2445208683921368 0.2445208675828999 0.2445208672217826 0.2445208669581038 0.2445208669722602 0.2445208669603079 0.2445208669699339 0.2445208669632217 0.244520866963796 0.2445208669632651 0.2445208669637488 0.2445208669637351 0.2445208669637708 0.2445208669637488 0.2445208669637509 0.2445208669637473 0.2445208669637484
0.45 0.238093982567185 0.2837345726124593 0.2457720180054468 0.2442830383854677 0.2405537719357586 0.2392988986038251 0.2384748087345942 0.2382029009932001 0.2381167664636342 0.2381002582757671 0.2380948216452797 0.2380942634891773 0.2380941413304989 0.2380939642732504 0.2380939859258907 0.2380939865779565 0.2380939839908287 0.2380939825697184 0.2380939825605784 0.2380939825711123 0.2380939825783491 0.2380939825675799 0.2380939825703218 0.2380939825675412 0.2380939825672648 0.2380939825670128 0.2380939825671529 0.2380939825671503 0.2380939825671803 0.2380939825671756 0.2380939825671789 0.2380939825671769
0.6 0.2292069441427585 0.2694654513408966 0.2418757243194229 0.2367074579786133 0.2331454276056715 0.2306927279883261 0.2296909997693385 0.2293315752839303 0.2292292633790005 0.2292130357192025 0.2292072874517001 0.2292072012181177 0.2292070481413058 0.2292069469082148 0.2292069397572394 0.2292069427135484 0.22920694457101 0.2292069441536034 0.2292069441025579 0.2292069441377604 0.2292069441311297 0.2292069441429327 0.229206944141076 0.2292069441432656 0.2292069441428275 0.2292069441428647 0.22920694414272 0.2292069441427534 0.2292069441427416 0.2292069441427509 0.2292069441427492 0.229206944142751
0.75 0.2179896531224529 0.2500406347874313 0.235356853917204 0.2267300617584891 0.2229454356499925 0.2196965132851619 0.2184735530535276 0.2181042157662544 0.2180042538110435 0.2179929567160649 0.2179898608206562 0.217989516922549 0.2179896320773508 0.2179896559406315 0.2179896521949271 0.217989651771522 0.2179896520259338 0.2179896532050498 0.2179896531604089 0.2179896530888233 0.2179896531235092 0.2179896531173859 0.2179896531222249 0.2179896531218044 0.2179896531225751 0.2179896531224476 0.2179896531225096 0.2179896531224469 0.2179896531224511 0.2179896531224427 0.2179896531224471 0.217989653122446
0.8999999999999999 0.2046325045144943 0.2266996332887549 0.2257249653103723 0.2147557748866659 0.2099613276652518 0.2065054829886788 0.2050257818088439 0.2047131314334404 0.2046357684041737 0.2046317849604489 0.2046321409260506 0.2046324719528885 0.2046323676775413 0.2046325063010892 0.2046325013542577 0.2046325041181049 0.2046325032007803 0.2046325042424621 0.2046325044539117 0.2046325045297254 0.2046325045100581 0.2046325045166283 0.2046325045120264 0.2046325045140324 0.2046325045141959 0.2046325045145048 0.2046325045144618 0.2046325045144997 0.2046325045144858 0.204632504514492 0.2046325045144894 0.2046325045144909
1.05 0.1893969521672463 0.2008346356093139 0.2127001745743232 0.2011092915538673 0.1944663127954019 0.1913230498248592 0.189649989301924 0.1894257897978549 0.1893897929225203 0.1893926024117903 0.1893965516238878 0.1893965676946484 0.1893968159502821 0.1893969666453128 0.1893969495834931 0.1893969500649486 0.1893969518688813 0.189396951930312 0.1893969522460761 0.1893969521696736 0.1893969521745248 0.1893969521644477 0.1893969521696882 0.1893969521674978 0.1893969521675979 0.189396952167214 0.1893969521672576 0.1893969521672347 0.1893969521672507 0.1893969521672446 0.1893969521672468 0.1893969521672449
1.2 0.172621505267108 0.1738552195059411 0.1963305105652615 0.1860089941235646 0.1769864267271295 0.1744069962471297 0.1727330590171336 0.1725933743584912 0.1726080204011916 0.1726157706268535 0.1726209572184407 0.1726215553667401 0.1726214317047364 0.1726214899432336 0.1726215073088392 0.1726215062594445 0.1726215057155215 0.172621505730374 0.1726215052415208 0.1726215052839616 0.1726215052578184 0.172621505271506 0.1726215052666829 0.1726215052681798 0.1726215052668504 0.1726215052671361 0.172621505267094 0.1726215052671177 0.1726215052671057 0.1726215052671102 0.1726215052671076 0.1726215052671085
1.35 0.1547202920085623 0.147065549433095 0.1770392053063264 0.1696043781217552 0.158210899986031 0.1561323951015085 0.1547245644816423 0.154648252974853 0.154705732037546 0.1547160290978191 0.1547197779427954 0.1547203271967639 0.154720390401319 0.1547202727308857 0.1547202896480381 0.1547202953414236 0.1547202938727956 0.1547202918197864 0.1547202920060378 0.1547202919994842 0.1547202920308529 0.1547202920114387 0.1547202920113014 0.1547202920074754 0.1547202920085571 0.1547202920084799 0.1547202920085604 0.1547202920085501 0.1547202920085614 0.1547202920085591 0.1547202920085622 0.1547202920085615
1.5 0.1361720750177445 0.1215682417857455 0.1555929586582175 0.152056679063719 0.1388706932105556 0.1370269503659788 0.1361166875952422 0.1360862464241625 0.1361612237248315 0.136171227997927 0.1361721275741379 0.1361722294937122 0.1361721903419142 0.1361720853958168 0.1361720779930584 0.1361720738991162 0.1361720754305677 0.1361720751860328 0.1361720749666241 0.1361720750300398 0.1361720750017708 0.1361720750165541 0.1361720750148974 0.1361720750179193 0.1361720750177969 0.1361720750178014 0.1361720750177406 0.1361720750177449 0.1361720750177392 0.1361720750177434 0.1361720750177428 0.1361720750177439
1.65 0.1174989336805609 0.09820336127678138 0.1330020204926249 0.1336256620899201 0.1196362123998345 0.1177475171456959 0.1174272702845915 0.1174359843005002 0.1174951582543587 0.1175016893914325 0.1174992256895546 0.1174990241388546 0.1174990366684918 0.1174989349961675 0.1174989419967763 0.1174989326228949 0.1174989325033348 0.1174989338772573 0.1174989337823731 0.1174989336491016 0.117498933675747 0.1174989336718009 0.1174989336801473 0.1174989336810674 0.1174989336807094 0.1174989336806049 0.1174989336805775 0.1174989336805628 0.1174989336805629 0.1174989336805603 0.1174989336805611 0.1174989336805605
1.8 0.09923561964671655 0.07752466944885032 0.1103781037163346 0.1147245190785599 0.1010653766725216 0.09899808992805906 0.09917975614330393 0.09922270375760751 0.0992402778345171 0.09924002591172255 0.0992364269953374 0.09923554229815836 0.09923560265954733 0.09923564386035598 0.09923561603429598 0.09923562052012741 0.09923561857494274 0.09923561925164608 0.09923561959126449 0.09923561966238242 0.09923561964481864 0.09923561965071184 0.09923561964572483 0.0992356196458847 0.09923561964658049 0.0992356196466689 0.09923561964671193 0.09923561964671668 0.09923561964671672 0.0992356196467175 0.09923561964671633 0.09923561964671622
1.95 0.08189255838679167 0.05980954410090319 0.08878312722690884 0.09591875685557869 0.08360171580781214 0.08142009087492699 0.08187341212364133 0.08193428397282657 0.08190411355146922 0.08189606829691604 0.08189301989503994 0.08189251208088839 0.08189245341912491 0.08189255359110112 0.08189255919244791 0.08189255566711416 0.08189255814549191 0.08189255814524814 0.08189255835197654 0.08189255838197103 0.08189255840244188 0.0818925583900485 0.08189255838894197 0.08189255838678666 0.08189255838673513 0.08189255838678977 0.08189255838678844 0.08189255838679541 0.08189255838679241 0.08189255838679131 0.08189255838679131 0.0818925583867909
2.1 0.06591718872416974 0.04509486459905002 0.06909980286510817 0.07786711967828559 0.0675976390054961 0.06549818332227943 0.06594452102814859 0.06599333842765007 0.06593105493209739 0.06591788880600648 0.06591718853505064 0.06591713874288703 0.06591709795530847 0.06591717576554296 0.06591717824420938 0.06591719200504764 0.06591718903277301 0.06591718907363139 0.06591718876816891 0.06591718873016503 0.06591718871707125 0.06591718872558661 0.06591718872489934 0.06591718872518952 0.06591718872418545 0.06591718872415225 0.0659171887241687 0.06591718872416374 0.06591718872416723 0.06591718872416828 0.06591718872416891 0.06591718872416903
2.25 0.05165933092304696 0.03322906875873895 0.05194595367048729 0.06122365056018803 0.05333246932122742 0.05151423558967973 0.05172808430113067 0.05173510917923767 0.05166918318871495 0.05165721168991213 0.05165867257353572 0.05165936446522423 0.05165929806350712 0.05165931709825274 0.05165932869911455 0.0516593288325965 0.05165933262752765 0.05165933088330085 0.05165933091162156 0.05165933092495145 0.05165933092236559 0.05165933092202281 0.05165933092351357 0.05165933092277342 0.051659330923144 0.05165933092305836 0.05165933092302772 0.0516593309230387 0.05165933092304163 0.05165933092304487 0.05165933092304594 0.0516593309230462
2.4 0.03934616854402414 0.02393049505183866 0.03764168249497069 0.0465321479890415 0.04100788542631046 0.03955713267177274 0.0394327942079695 0.03938944979569856 0.03934702740492398 0.03934284580894153 0.03934538765561938 0.0393461918379034 0.03934622889735072 0.03934616999727526 0.03934617282466878 0.03934616982868528 0.03934616848980263 0.0393461688013937 0.03934616853575985 0.03934616855535272 0.03934616854384915 0.03934616854112904 0.03934616854139589 0.03934616854358984 0.0393461685440265 0.03934616854404745 0.03934616854404577 0.03934616854402595 0.03934616854402454 0.03934616854402323 0.03934616854402338 0.03934616854402317
2.55 0.02907107520905246 0.01684360656170031 0.02622596757962041 0.03414415332836784 0.03072427887572002 0.0295720158461154 0.02913691976319857 0.02906744096699203 0.02906245945954099 0.02906875410436448 0.02907076057216577 0.02907106918580081 0.02907115520929037 0.02907108655938284 0.02907108448373048 0.02907107435543503 0.02907107445561867 0.02907107508402363 0.02907107527994391 0.02907107519649294 0.02907107520801385 0.0290710752068159 0.02907107520838451 0.02907107520871691 0.02907107520896463 0.02907107520906398 0.029071075209058 0.0290710752090647 0.02907107520905561 0.02907107520905356 0.02907107520905202 0.02907107520905178
2.7 0.02079811005342048 0.01158711746774021 0.01751000076092558 0.02418097979589637 0.02245678320912371 0.02142108560600592 0.02080316989459939 0.02075622809919848 0.02078499714851993 0.02079824139514977 0.02079851603540936 0.02079809169256204 0.02079816313787432 0.02079812446850832 0.02079811393968372 0.02079811074663077 0.02079810941950819 0.02079810984492645 0.02079810996449612 0.02079811004590192 0.02079811005092911 0.02079811005640088 0.02079811005474296 0.02079811005356093 0.02079811005340021 0.02079811005335615 0.02079811005341035 0.0207981100534133 0.02079811005342028 0.02079811005342003 0.02079811005342028 0.02079811005341987
2.85 0.01438107671432772 0.007790749908553061 0.01115014948814205 0.01654455484950427 0.01605134304552135 0.0149320076609236 0.01430334907236729 0.01432665827830952 0.01437148029572823 0.01438357721101527 0.01438197878745628 0.01438108690366668 0.01438106139994477 0.01438107308965239 0.01438107284016743 0.01438107694432773 0.014381076213613 0.01438107670057139 0.01438107671248614 0.01438107670186324 0.01438107672011595 0.01438107671663081 0.0143810767158934 0.01438107671517428 0.01438107671438066 0.01438107671435883 0.01438107671431165 0.01438107671432044 0.0143810767143223 0.01438107671432606 0.01438107671432699 0.01438107671432731
3 0.009593326588838472 0.005119798745065676 0.006723752663176473 0.01096728743465313 0.01125024742046187 0.00992333004751818 0.009443144393261655 0.009555787939881369 0.009593651306263357 0.009596815210073781 0.009594033036507672 0.009593388681029224 0.009593273085171277 0.009593316298172231 0.009593316943442979 0.009593326756951901 0.009593327410043647 0.009593326535078462 0.009593326621353294 0.009593326609448614 0.009593326587102735 0.009593326589229383 0.009593326588857779 0.009593326588662712 0.009593326588913827 0.009593326588851071 0.009593326588854411 0.009593326588838682 0.009593326588838429 0.009593326588837617 0.00959332658883829 0.009593326588838344
3.15 0.006162700360516664 0.003288532827576161 0.003794781888699254 0.007082425032784807 0.00774106015381887 0.006210059604058827 0.00598268791213453 0.006161608742658921 0.006173843911588422 0.006165357742360971 0.006162760622000431 0.006162757523162155 0.006162650230958029 0.006162692744109741 0.006162694702321257 0.00616269902665189 0.006162700996696938 0.006162700634595676 0.006162700352011339 0.006162700371286388 0.00616270036253945 0.00616270035891656 0.006162700359391886 0.006162700359907309 0.006162700360390815 0.006162700360510662 0.006162700360518728 0.006162700360525824 0.006162700360519827 0.006162700360518142 0.006162700360517013 0.006162700360516985
3.3 0.003805588331992835 0.002064584723560541 0.001961890915027036 0.004495025361618857 0.005212021779923748 0.003600074620918542 0.003654672552322987 0.003843064303050331 0.003822335035325564 0.003806243251425976 0.003804980016808129 0.003805601449718475 0.003805577237388307 0.003805590301288501 0.003805593097200583 0.003805587925838602 0.003805588455981424 0.003805588404773423 0.003805588384341854 0.00380558833483542 0.003805588328552726 0.0038055883287569 0.003805588330567354 0.003805588332004058 0.00380558833202489 0.003805588331981625 0.003805588331991158 0.003805588331990585 0.003805588331994036 0.003805588331993922 0.003805588331993942 0.00380558833199363
3.45 0.00225507303141985 0.001266921611899342 0.0008868038337850372 0.002838392730632515 0.003395782381620691 0.001891944891849911 0.002184091771110485 0.002316687798510144 0.002269205115333473 0.002253761507796782 0.002254308324981213 0.002255016776304294 0.00225510536597164 0.002255083230225022 0.002255082384081726 0.002255073583774368 0.002255072528560995 0.002255072892274353 0.002255073004400607 0.002255073018307941 0.002255073028853764 0.002255073031445212 0.00225507303158896 0.002255073031539973 0.002255073031480352 0.002255073031442032 0.002255073031415123 0.002255073031416377 0.002255073031417963 0.002255073031420109 0.002255073031420652 0.002255073031420642
3.6 0.001280099129877275 0.0007599032110102213 0.0003051513049421551 0.00180855885333073 0.002090668343667883 0.0008797388825857676 0.001311071836248357 0.001342678528895549 0.001285150454480879 0.001277944335289749 0.001279748238686246 0.001280026600589712 0.001280145355424598 0.001280105308731836 0.001280105520496136 0.001280100368962389 0.001280098645071471 0.001280099035710664 0.001280099075479197 0.001280099111342119 0.001280099134918207 0.001280099133529223 0.001280099131533976 0.001280099129993965 0.00128009912981508 0.001280099129857575 0.001280099129881797 0.001280099129879829 0.001280099129878748 0.001280099129877862 0.001280099129877837 0.001280099129877775
3.75 0.0006949389824115257 0.000445515735977401 2.423444564253723e-05 0.001176900306291691 0.001159301592606974 0.0003645679136506166 0.000813555878661776 0.0007369546979997559 0.0006896354759396689 0.0006934238943439283 0.0006952514342953836 0.0006949063558341924 0.0006949665015363774 0.0006949359228642804 0.0006949360255366098 0.000694939942070336 0.0006949388534210627 0.000694938880998541 0.0006949389790912235 0.000694938975987933 0.0006949389806333404 0.0006949389842545025 0.0006949389833448978 0.0006949389827272711 0.0006949389823898796 0.0006949389824021509 0.0006949389824117599 0.0006949389824152013 0.0006949389824132444 0.0006949389824120433 0.000694938982411464 0.0006949389824114819
3.9 0.0003602202408261455 0.0002553104216780474 -8.713886984030623e-05 0.0007860851630936744 0.000512562725019451 0.0001688435474834002 0.0005237250916910087 0.0003700506441546802 0.0003487089988639069 0.0003603422408629998 0.0003609582958811102 0.0003602566223229572 0.000360210814770761 0.0003602118168743083 0.0003602106948550298 0.0003602194896793481 0.0003602206365108026 0.0003602203372027304 0.0003602202744909733 0.0003602202666992758 0.0003602202412442001 0.0003602202388130641 0.0003602202401750082 0.0003602202407374427 0.0003602202409083421 0.0003602202408523796 0.0003602202408274268 0.0003602202408231725 0.0003602202408245586 0.0003602202408252826 0.0003602202408256878 0.0003602202408257752
4.05 0.0001780045563043854 0.000143014157047037 -0.000112179184179577 0.0005365159579683171 8.955475070563821e-05 0.0001483695555698373 0.0003331359293787289 0.0001570277081754056 0.0001671251543475781 0.000179768925291391 0.0001786673051363067 0.0001780838607326776 0.0001779682491354457 0.00017799811872187 0.0001779969147022031 0.0001780028623058923 0.0001780049631482369 0.0001780047219216564 0.000178004598641729 0.0001780045738423858 0.000178004556234053 0.0001780045538523416 0.0001780045546537805 0.0001780045559153973 0.0001780045563124605 0.0001780045563170938 0.0001780045563042294 0.0001780045563016533 0.0001780045563023488 0.0001780045563035498 0.0001780045563041428 0.0001780045563042244
4.2 8.373098569824285e-05 7.830663613064173e-05 -9.967055351425784e-05 0.0003698144538098753 -0.00015819297971728 0.0001987734048126423 0.0001857477654223102 4.389760110432395e-05 7.924513849910168e-05 8.623652246417592e-05 8.391383027205398e-05 8.380117700277002e-05 8.369668008374398e-05 8.373175641501036e-05 8.373138745628036e-05 8.372981340408909e-05 8.37310593910312e-05 8.373101392157588e-05 8.373099848180959e-05 8.373098782441153e-05 8.373098553497656e-05 8.373098474866489e-05 8.373098521321332e-05 8.373098554298361e-05 8.373098562835786e-05 8.373098566987523e-05 8.373098569258169e-05 8.373098569868615e-05 8.373098569918288e-05 8.373098569874626e-05 8.373098569841268e-05 8.373098569824629e-05
4.35 3.743806750667564e-05 4.191128872467023e-05 -7.559648046276304e-05 0.0002538337114144178 -0.0002748668682182814 0.00025513656889638 6.256618415741752e-05 -4.681079987694961e-06 4.13874330721478e-05 3.943678686579649e-05 3.708535522485646e-05 3.746042466697834e-05 3.743347750867389e-05 3.744484370583529e-05 3.744592164420237e-05 3.743842399865781e-05 3.743776424144849e-05 3.743796927743273e-05 3.743802217313226e-05 3.743804701512651e-05 3.743806945269994e-05 3.743806968128373e-05 3.743806844765839e-05 3.743806762513924e-05 3.743806745801977e-05 3.743806748384671e-05 3.743806750318899e-05 3.743806750867358e-05 3.743806750851231e-05 3.743806750741265e-05 3.743806750660536e-05 3.743806750640192e-05
4.5 1.589001968323679e-05 2.192704193360599e-05 -5.204338439568931e-05 0.0001713465877924291 -0.0003017822283990025 0.0002858807166895025 -3.599190487326936e-05 -1.376939400391888e-05 2.621474731659865e-05 1.646295152849068e-05 1.52800470859528e-05 1.586381595892527e-05 1.592311470501629e-05 1.58979023716068e-05 1.589915948677856e-05 1.589168189026828e-05 1.588959842333003e-05 1.588987310138711e-05 1.588996975935898e-05 1.588999355071379e-05 1.589001837425282e-05 1.589002216123165e-05 1.589002114520496e-05 1.58900200522145e-05 1.589001971631142e-05 1.589001969510031e-05 1.589001968946923e-05 1.589001968441798e-05 1.589001968305251e-05 1.589001968276318e-05 1.589001968273628e-05 1.589001968284469e-05
4.649999999999999 6.393878042781779e-06 1.121370603586537e-05 -3.339261944445612e-05 0.000112721641770117 -0.0002751993947143728 0.0002833273930592597 -0.0001045132846581418 -2.266052862344956e-06 1.851964994663062e-05 5.368274007155792e-06 5.921892071446305e-06 6.3489438131523e-06 6.448704667323953e-06 6.399054429032616e-06 6.397904593475959e-06 6.395590737218316e-06 6.393718039186477e-06 6.393814133444977e-06 6.393866542935069e-06 6.393872884336725e-06 6.393874802157652e-06 6.393877904568302e-06 6.393878438395146e-06 6.393878347138923e-06 6.393878146691059e-06 6.393878081415246e-06 6.393878051428229e-06 6.393878041523477e-06 6.393878040379222e-06 6.393878041185458e-06 6.393878041988033e-06 6.393878042353445e-06
4.8 2.436202189166995e-06 5.605853129829455e-06 -2.024876890232194e-05 7.184725228449709e-05 -0.0002236794659452141 0.0002536646256599739 -0.0001409345930711911 1.590520485577351e-05 1.162165252632692e-05 3.726273991236118e-07 2.369074317946697e-06 2.408237932523558e-06 2.483458018939748e-06 2.437809024550257e-06 2.433389949018069e-06 2.436898863960927e-06 2.436477690921221e-06 2.43628043591707e-06 2.436236856691386e-06 2.436220565665795e-06 2.43620087498755e-06 2.436199876879869e-06 2.436201026987128e-06 2.436201963162093e-06 2.436202232985021e-06 2.436202209917281e-06 2.436202190799308e-06 2.436202187364189e-06 2.436202187638319e-06 2.436202188310533e-06 2.436202188807749e-06 2.436202188974533e-06
4.95 8.779867263671815e-07 2.739434244984213e-06 -1.170046466618608e-05 4.422241110152551e-05 -0.0001668463826599423 0.0002084970131912587 -0.0001489371649874641 3.173938024590197e-05 4.069493164561802e-06 -1.284175556203975e-06 1.230337573081009e-06 8.856098307052042e-07 8.933644522388578e-07 8.777389884992201e-07 8.71576314860535e-07 8.775084241643456e-07 8.785863699573311e-07 8.78160712043115e-07 8.780394703698641e-07 8.78013447185636e-07 8.779886073407906e-07 8.779844251839546e-07 8.779851496611786e-07 8.779861771710848e-07 8.779866228424233e-07 8.779866928188177e-07 8.779867160246493e-07 8.779867261063525e-07 8.779867278889505e-07 8.779867275036183e-07 8.779867269748174e-07 8.779867267104737e-07
5.1 2.989800795850968e-07 1.308608412192683e-06 -6.477272349346345e-06 2.624256204678283e-05 -0.0001159661746482917 0.0001591298119170676 -0.0001364297324710308 4.089096671995367e-05 -3.168177768794511e-06 -1.096124948730661e-06 8.720349249534374e-07 3.371408739252616e-07 2.762442686760795e-07 2.987853077095596e-07 2.941686169271688e-07 2.980184757972636e-07 2.995968463892104e-07 2.991647227733935e-07 2.990132906180212e-07 2.989950124713816e-07 2.989839696679586e-07 2.989798104198544e-07 2.989795091098023e-07 2.989797351587217e-07 2.989799418281544e-07 2.989800228323123e-07 2.989800637899105e-07 2.989800792572395e-07 2.989800819981507e-07 2.989800813466804e-07 2.989800805080895e-07 2.989800801285858e-07
5.25 9.61099862062722e-08 6.110702038830436e-07 -3.448056166325287e-06 1.500633227972769e-05 -7.579874996381906e-05 0.0001136949841481375 -0.0001126049731875688 4.272568647835598e-05 -8.69739107396481e-06 -5.796351278932067e-08 6.147182741417967e-07 1.442815865369588e-07 4.856778330786623e-08 9.668739828630881e-08 9.627740266327389e-08 9.557396215498243e-08 9.644445945090584e-08 9.622330090910241e-08 9.61110234790679e-08 9.610611629702236e-08 9.611329317761235e-08 9.611218071416022e-08 9.611100981194438e-08 9.611018711596055e-08 9.610995639804888e-08 9.610996622313112e-08 9.610998102994663e-08 9.610998508323846e-08 9.610998620478486e-08 9.610998625818116e-08 9.610998622772292e-08 9.610998622735973e-08
5.399999999999999 2.914054725394194e-08 2.789381166524913e-07 -1.769775887726107e-06 8.269964505191641e-06 -4.687992469120296e-05 7.650070499690534e-05 -8.54105603549251e-05 3.888804701454608e-05 -1.173636033106709e-05 1.118920437272842e-06 2.79916560379424e-07 6.524972127436261e-08 -1.948224410313083e-08 3.000876639789182e-08 3.412496054165265e-08 2.950302096613669e-08 2.907114832855301e-08 2.915020411205913e-08 2.912307929786181e-08 2.912755092030752e-08 2.91423634449304e-08 2.914412315926134e-08 2.914260720337431e-08 2.914119372060884e-08 2.914066436755907e-08 2.914058650779418e-08 2.914056064415018e-08 2.914054757052898e-08 2.914054502744175e-08 2.91405454625536e-08 2.914054631545708e-08 2.914054679582829e-08
5.55 8.327212131566048e-09 1.244694129844492e-07 -8.776232933608206e-07 4.394528934553693e-06 -2.755807463486042e-05 4.869753479039382e-05 -6.024318413042264e-05 3.186644802910327e-05 -1.234238546149091e-05 1.995337602289987e-06 -8.85945117255818e-08 1.907584234170316e-08 -1.97098825477475e-08 8.696496794620638e-09 1.522713991071183e-08 9.418746493348932e-09 7.947781663022606e-09 8.252544796037605e-09 8.315258032354324e-09 8.320338244962179e-09 8.328307091604089e-09 8.330498454271192e-09 8.329150759088239e-09 8.327908378610707e-09 8.327398897828554e-09 8.327283630201584e-09 8.327235723509062e-09 8.327214906685204e-09 8.327210075168703e-09 8.327210147967462e-09 8.327211031489529e-09 8.327211615333509e-09
5.7 2.241211192444454e-09 5.429476907071269e-08 -4.211486911250735e-07 2.253237296919536e-06 -1.545053832179186e-05 2.94331062972392e-05 -3.982744463887793e-05 2.394742980953424e-05 -1.115939292253662e-05 2.399176083539955e-06 -3.946396769159715e-07 -1.39507929869715e-08 5.724001662773069e-09 1.787701488979999e-09 7.53262812129545e-09 3.472670991983392e-09 1.780062772297813e-09 2.13479847454846e-09 2.249245374316547e-09 2.249093775066999e-09 2.242661533974828e-09 2.242828201876188e-09 2.24205463339055e-09 2.241584587685186e-09 2.241356470021395e-09 2.241270485444829e-09 2.241230371340436e-09 2.241215365283855e-09 2.241211317655131e-09 2.241210808428608e-09 2.241210956660048e-09 2.241211172835207e-09
5.85 5.677980878080053e-10 2.315241806074128e-08 -1.958195794563338e-07 1.115669276483383e-06 -8.284665438171014e-06 1.694094273207681e-05 -2.482089851960533e-05 1.669779060960564e-05 -9.026144268892542e-06 2.364779128161068e-06 -5.750034137860099e-07 -3.543887488998479e-08 3.404205808061551e-08 -4.191580639348767e-10 1.949999236316658e-09 1.333910026461562e-09 2.566576242780336e-10 4.860670445608863e-10 5.931505964948355e-10 5.874641533405676e-10 5.697845121484806e-10 5.671710653276466e-10 5.672100169482173e-10 5.676888138870113e-10 5.678330863940606e-10 5.678180594728916e-10 5.678046883521165e-10 5.678025735844006e-10 5.678009545648529e-10 5.677999420220588e-10 5.677991503700341e-10 5.677987783764457e-10
6 1.353370044591776e-10 9.651172588757729e-09 -8.831352918982029e-08 5.339002621321281e-07 -4.258382776296312e-06 9.308782060302024e-06 -1.464576501801708e-05 1.088990400565833e-05 -6.669173616900778e-06 2.036749784797347e-06 -6.214585343972113e-07 -4.515128144908191e-08 5.348597721433804e-08 -8.057201045245034e-10 -2.781665477637194e-09 1.099941058592801e-10 1.091203562159637e-10 1.155309884363729e-10 1.639164293112705e-10 1.562650010414644e-10 1.370274515295426e-10 1.327165889837581e-10 1.33617767817406e-10 1.348137619340213e-10 1.352566368412951e-10 1.353178276150682e-10 1.353333664631828e-10 1.353424258197692e-10 1.353425204679522e-10 1.353409649129611e-10 1.353394209707838e-10 1.353385346954102e-10
6.149999999999999 3.033709180761069e-11 3.932886540153315e-09 -3.866622988458292e-08 2.47138805313442e-07 -2.102360336614176e-06 4.893660172048462e-06 -8.210762865323991e-06 6.682181018206195e-06 -4.559608224551659e-06 1.580002051687214e-06 -5.662464394240966e-07 -4.505758954685867e-08 6.046465700705432e-08 -3.987835472453765e-10 -6.061541247299901e-09 -7.636677299506623e-10 2.9711578678373e-10 8.171140002709322e-11 4.757456811057183e-11 4.200583767663548e-11 3.060066008076006e-11 2.648800889676914e-11 2.811660811935989e-11 2.959882404369286e-11 3.018053070775418e-11 3.029501106499666e-11 3.032992793706812e-11 3.034383584851037e-11 3.034392052086694e-11 3.03417433686416e-11 3.033977779989163e-11 3.033861500070936e-11
6.3 6.393162936531324e-12 1.566724090171628e-09 -1.644734184277278e-08 1.107455638800764e-07 -9.986293443340929e-07 2.46591624674441e-06 -4.386174179058588e-06 3.875449816853119e-06 -2.909722418332524e-06 1.123311611635915e-06 -4.564420129166159e-07 -3.873571549181209e-08 5.683251026494613e-08 2.387984803295821e-10 -7.509549572695571e-09 -1.293663619321363e-09 4.794598346113493e-10 1.144597202721434e-10 5.057158124777713e-12 3.715250527751652e-12 4.581525128604567e-12 2.195910442652943e-12 4.282544407160532e-12 5.651920007480095e-12 6.214271271882536e-12 6.347661292108169e-12 6.388796697882538e-12 6.401529915532877e-12 6.400470266273e-12 6.397828169180039e-12 6.395802400273435e-12 6.394627857857433e-12
6.45 1.266514838841045e-12 6.101343360418883e-10 -6.801420361283048e-09 4.80781697383619e-08 -4.570767175980304e-07 1.193038645862107e-06 -2.238118420941038e-06 2.132193916445676e-06 -1.744203851925473e-06 7.402014981795359e-07 -3.336046384071087e-07 -2.982539885863163e-08 4.686829036551737e-08 7.597388082271654e-10 -7.355710246619282e-09 -1.471500904099158e-09 5.58036410045327e-10 1.393205108059143e-10 -1.71873963918651e-11 -1.446374194601179e-11 -2.462539572971778e-12 -2.579981638214609e-12 -3.569522541674604e-13 6.660278113305644e-13 1.107804284114939e-12 1.22990241824057e-12 1.266690478634598e-12 1.275060253541092e-12 1.27282576349218e-12 1.270131599688651e-12 1.268368397822992e-12 1.267384984514107e-12
